"Connection
Origin",,"Connection
Termination",,"Data
Type","Article
Reported
Value","Article
Selected
Value?","Selected
Value
Date","Site Size
Relative
To Region","Site
Extension","Extended
Regions","Pathway
Tracer","Male or
Female","Primary
Collator","Additional
Collator",Reference Article,"Regional
Nomenclature
Applied","Additional
Annotations"
one,PIR,one,PTLp,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,"No projections reported outside Figs. 5, 6."
one,PIR,two,PTLp,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
one,PIR,one,PERI,antero,mod-strong,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,See p. 270.
one,PIR,two,PERI,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
one,PIR,one,ECT,retro,v.weak,yes,03 2016,small-med,no,,Fast Blue,male,"Swanson, L.W.",,Burwell & Amaral (1998) J. Comp. Neurol. 398:179-205.,other,"See Table 2, Fig. 10D"
one,PIR,two,ECT,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
one,PIR,one,TEa,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,"No projections reported outside Figs. 5, 6. Possibly one Fluoro-Gold retrogradely labeled neuron illustrated in Paperna & Malach (1991), Fig. 6B."
one,PIR,two,TEa,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
right,PIR,right,AUDv,retro,v.weak,yes,10 2016,medium,small,TEa,Diamidino Yellow,unreported,"Swanson, L.W.",,Paperna & Malach (1991) J. Comp. Neurol. 308:432-456.,other,"See Fig. 5B,C."
one,PIR,two,AUDv,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
right,PIR,right,AUDp,retro,v.weak,yes,10 2016,medium,v.small,AUDd,Fluoro-Gold,unreported,"Swanson, L.W.",,Paperna & Malach (1991) J. Comp. Neurol. 308:432-456.,other,See Fig. 6C.
one,PIR,two,AUDp,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
one,PIR,one,AUDd,antero,absent,yes,03 2016,small,no,,ARGM (autoradiographic),unreported,"Bota, M.","Swanson, L.W.",Krettek & Price (1977) J. Comp. Neurol. 172:687-722.,other,Bota et al. (2015). See p. 711.
one,PIR,two,AUDd,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
right,PIR,right,AUDpo,retro,absent,yes,10 2016,small,no,,Fluoro-Gold,unreported,"Swanson, L.W.",,Paperna & Malach (1991) J. Comp. Neurol. 308:432-456.,other,See Fig. 16 A.
one,PIR,two,AUDpo,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
right,PIR,right,VISrl,retro,absent,yes,10 2016,small,no,,Fluoro-Gold,unreported,"Swanson, L.W.",,Paperna & Malach (1991) J. Comp. Neurol. 308:432-456.,other,See Fig. 13.
one,PIR,two,VISrl,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
right,PIR,right,VISal,retro,absent,yes,10 2016,small-med,no,,Diamidino Yellow,unreported,"Swanson, L.W.",,Paperna & Malach (1991) J. Comp. Neurol. 308:432-456.,other,See Fig. 6A.
one,PIR,two,VISal,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
one,PIR,one,VISlla,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,"No projections reported outside Figs. 5, 6."
one,PIR,two,VISlla,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
one,PIR,one,VISll,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,"No projections reported outside Figs. 5, 6."
one,PIR,two,VISll,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
one,PIR,one,VISli,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,"No projections reported outside Figs. 5, 6."
one,PIR,two,VISli,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
one,PIR,one,VISlm,antero,absent,yes,03 2016,small,no,,ARGM (autoradiographic),unreported,"Bota, M.","Swanson, L.W.",Krettek & Price (1977) J. Comp. Neurol. 172:687-722.,other,Bota et al. (2015). See p. 711.
one,PIR,two,VISlm,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
one,PIR,one,VISpl,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,"No projections reported outside Figs. 5, 6."
one,PIR,two,VISpl,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
right,PIR,right,VISp,retro,absent,yes,10 2016,small,no,,Fluoro-Gold,unreported,"Swanson, L.W.",,Paperna & Malach (1991) J. Comp. Neurol. 308:432-456.,other,See Fig. 14C.
one,PIR,two,VISp,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
right,PIR,right,VISam,retro,absent,yes,11 2016,medium,no,,Diamidino Yellow,unreported,"Swanson, L.W.",,Paperna & Malach (1991) J. Comp. Neurol. 308:432-456.,other,See Fig. 6C.
one,PIR,two,VISam,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
one,PIR,one,VISpm,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,"No projections reported outside Figs. 5, 6."
one,PIR,two,VISpm,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
one,PIR,one,NLOT3,antero,weak,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,"See Figs. 5, 6."
one,PIR,two,NLOT3,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,"See Figs. 5, 6."
one,PIR,one,BMAa,antero,strong,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,"See Fig. 6E, compare with Swanson (2004) Atlas Level 24."
one,PIR,two,BMAa,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
one,PIR,one,BMAp,antero,moderate,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,"See Fig. 6E, compare with Swanson (2004) Atlas Level 24."
one,PIR,two,BMAp,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
one,PIR,one,BLAa,retro,weak-mod,yes,03 2016,large,small-med,BLAp,HRP,unreported,"Swanson, L.W.",,Ottersen (1982) J. Comp. Neurol. 205:30-48.,other,"""These experiments did not provide firm evidence of a differential input [from PIR] to the two subdivisions of the BL."" (p. 35)."
one,PIR,two,BLAa,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
one,PIR,one,BLAp,retro,weak-mod,yes,03 2016,large,small-med,BLAa,HRP,unreported,"Swanson, L.W.",,Ottersen (1982) J. Comp. Neurol. 205:30-48.,other,These experiments did not provide firm evidence of a differential input [from PIR] to the two subdivisions of the BL. (p. 35).
one,PIR,two,BLAp,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
one,PIR,one,LA,retro,moderate,yes,03 2016,large,no,,HRP,unreported,"Bota, M.","Swanson, L.W.",Ottersen (1982) J. Comp. Neurol. 205:30-48.,other,Bota et al. (2015).
one,PIR,two,LA,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
one,PIR,one,PA,retro,absent,yes,03 2016,small-med,no,,Fluoro-Gold,male,"Bota, M.","Swanson, L.W.",Canteras et al. (1992) J. Comp. Neurol. 324:143-179.,Swanson BM1 (1992),Bota et al. (2015).
one,PIR,two,PA,retro,absent,yes,03 2016,small-med,no,,Fluoro-Gold,male,"Swanson, L.W.",,Canteras et al. (1992) J. Comp. Neurol. 324:143-179.,Swanson BM1 (1992),See p. 153.
one,PIR,one,EPv,antero,strong,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Bota, M.","Swanson, L.W.",Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,Bota et al. (2015).
one,PIR,two,EPv,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,"See Fig. 5E,F."
one,PIR,one,EPd,antero,strong,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Bota, M.","Swanson, L.W.",Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,Bota et al. (2015).
one,PIR,two,EPd,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,"See Fig. 5E,F."
one,PIR,one,CLA,retro,v.weak,yes,03 2016,small-med,no,,Fluoro-Gold,male,"Bota, M.","Swanson, L.W.",Zhang et al. (2001) J. Neurosci. 21:3674-3687.,Paxinos & Watson (1998),"Bota et al. (2015); see Fig. 6B,C."
one,PIR,two,CLA,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
one,PIR,one,6b,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,"Bota et al. (2015). No projections reported outside Figs. 5, 6."
one,PIR,two,6b,antero,absent,yes,03 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,All observed commissural projections illustrated in Fig. 5.
one,COAa,one,MOB,retro,weak-mod,yes,03 2016,unreported,no,,Fluoro-Gold,unreported,"Bota, M.","Swanson, L.W.",Mohedano-Moriano et al. (2012) Front. Neuroanat. 6(19):1-10.,Paxinos & Watson (2007),Bota et al. (2015).
one,COAa,two,MOB,antero,absent,yes,03 2016,large,small-med,"MEAav, MEAad, BMAa",ARGM (autoradiographic),unreported,"Swanson, L.W.",,Luskin & Price (1983) J. Comp. Neurol. 216:264-291.,other,No commissural projections reported; also see Mohedano-Moriano et al. (2012).
one,COAa,one,AOB,retro,absent,yes,03 2016,large,no,,Fluoro Ruby,unreported,"Swanson, L.W.",,Mohedano-Moriano et al. (2012) Front. Neuroanat. 6(19):1-10.,Paxinos & Watson (2007),See p. 4.
one,COAa,two,AOB,retro,absent,yes,03 2016,large,no,,Fluoro Ruby,unreported,"Swanson, L.W.",,Mohedano-Moriano et al. (2012) Front. Neuroanat. 6(19):1-10.,Paxinos & Watson (2007),See p. 4.
one,COAa,one,AOA,antero,absent,yes,03 2016,medium,v.small,BMAa,PHAL,male,"Swanson, L.W.",,Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),
one,COAa,two,AOA,antero,absent,yes,03 2016,medium,v.small,BMAa,PHAL,male,"Swanson, L.W.",,Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),No cortical commissural projections observed (p. 407).
one,COAa,one,TTv,antero,absent,yes,03 2016,medium,v.small,BMAa,PHAL,male,"Bota, M.","Swanson, L.W.",Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),Bota et al. (2015).
one,COAa,two,TTv,antero,absent,yes,03 2016,medium,v.small,BMAa,PHAL,male,"Swanson, L.W.",,Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),No cortical commissural projections observed (p. 407).
one,COAa,one,TTd,antero,absent,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Bota, M.","Swanson, L.W.",Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),Bota et al. (2015).
one,COAa,two,TTd,antero,absent,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Swanson, L.W.",,Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),No cortical commissural projections observed (p. 407).
one,COAa,one,PIR,antero,moderate,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Bota, M.","Swanson, L.W.",Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),Bota et al. (2015).
one,COAa,two,PIR,antero,absent,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Swanson, L.W.",,Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),No cortical commissural projections observed (p. 407).
one,COAa,one,COAa,,identity,yes,05 2017,,,,,,"Swanson, L.W.",,,,
one,COAa,two,COAa,antero,absent,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Swanson, L.W.",,Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),No cortical commissural projections observed (p. 407).
one,COAa,one,COApm,antero,weak,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Swanson, L.W.",,Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),No cortical commissural projections observed (p. 407).
one,COAa,two,COApm,antero,absent,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Swanson, L.W.",,Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),No cortical commissural projections observed (p. 407).
one,COAa,one,COApl,antero,weak,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Swanson, L.W.",,Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),No cortical commissural projections observed (p. 407).
one,COAa,two,COApl,antero,absent,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Swanson, L.W.",,Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),No cortical commissural projections observed (p. 407).
one,COAa,one,NLOT,antero,absent,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Bota, M.","Swanson, L.W.",Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),Bota et al. (2015); the sparse axons reportedly resemble axons-of-passage (p. 406).
one,COAa,two,NLOT,antero,absent,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Swanson, L.W.",,Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),No cortical commissural projections observed (p. 407).
one,COAa,one,PAA,antero,strong,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Bota, M.","Swanson, L.W.",Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),Bota et al. (2015).
one,COAa,two,PAA,antero,absent,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Swanson, L.W.",,Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),No cortical commissural projections observed (p. 407).
left,COAa,left,TR,retro,mod-strong,yes,04 2016,medium,small,"BLAp, PIR, ENTl",Fluoro-Gold,female,"Bota, M.","Swanson, L.W.",Santiago & Shammah-Lagnado (2005) J. Comp. Neurol. 489:349-371.,Paxinos & Watson (1986),Bota et al. (2015); see Table 1.
left,COAa,right,TR,retro,absent,yes,04 2016,medium,small,"BLAp, PIR, ENTl",Fluoro-Gold,female,"Swanson, L.W.",,Santiago & Shammah-Lagnado (2005) J. Comp. Neurol. 489:349-371.,Paxinos & Watson (1986),See Table 1.
one,COAa,one,IG,antero,absent,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Bota, M.","Swanson, L.W.",Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),Bota et al. (2015).
one,COAa,two,IG,antero,absent,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Swanson, L.W.",,Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),No cortical commissural projections observed (p. 407).
one,COAa,one,FC,antero,absent,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Swanson, L.W.",,Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),
one,COAa,two,FC,antero,absent,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Swanson, L.W.",,Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),No cortical commissural projections observed (p. 407).
one,COAa,one,DG,antero,absent,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Bota, M.","Swanson, L.W.",Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),Bota et al. (2015).
one,COAa,two,DG,antero,absent,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Swanson, L.W.",,Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),No cortical commissural projections observed (p. 407).
one,COAa,one,CA3,antero,absent,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Bota, M.","Swanson, L.W.",Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),Bota et al. (2015).
one,COAa,two,CA3,antero,absent,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Swanson, L.W.",,Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),No cortical commissural projections observed (p. 407).
one,COAa,one,CA2,antero,absent,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Bota, M.","Swanson, L.W.",Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),Bota et al. (2015).
one,COAa,two,CA2,antero,absent,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Swanson, L.W.",,Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),No cortical commissural projections observed (p. 407).
one,COAa,one,CA1v,antero,absent,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Bota, M.","Swanson, L.W.",Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),Bota et al. (2015).
one,COAa,two,CA1v,antero,absent,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Swanson, L.W.",,Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),No cortical commissural projections observed (p. 407).
one,COAa,one,CA1d,antero,absent,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Bota, M.","Swanson, L.W.",Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),Bota et al. (2015).
one,COAa,two,CA1d,antero,absent,yes,04 2016,medium,v.small,BMAa,PHAL,male,"Swanson, L.W.",,Petrovich et al. (1996) J. Comp. Neurol. 374:387-420.,Swanson BM1 (1992),No cortical commissural projections observed (p. 407).
